IED Name,LD Name,LN Name,FC,DO,DA,Type,Num,Leaf Name
YH,GLU,LLN0,ST,Mod,stVal,Enum,5,YHGLU/LLN0$ST$Mod$stVal
YH,GLU,LLN0,ST,Mod,q,Quality,1,YHGLU/LLN0$ST$Mod$q
YH,GLU,LLN0,ST,Mod,t,Timestamp,1,YHGLU/LLN0$ST$Mod$t
YH,GLU,LLN0,CF,Mod,ctlModel,Enum,5,YHGLU/LLN0$CF$Mod$ctlModel
YH,GLU,LLN0,ST,Beh,stVal,Enum,5,YHGLU/LLN0$ST$Beh$stVal
YH,GLU,LLN0,ST,Beh,q,Quality,1,YHGLU/LLN0$ST$Beh$q
YH,GLU,LLN0,ST,Beh,t,Timestamp,1,YHGLU/LLN0$ST$Beh$t
YH,GLU,LLN0,ST,Health,stVal,Enum,3,YHGLU/LLN0$ST$Health$stVal
YH,GLU,LLN0,ST,Health,q,Quality,1,YHGLU/LLN0$ST$Health$q
YH,GLU,LLN0,ST,Health,t,Timestamp,1,YHGLU/LLN0$ST$Health$t
YH,GLU,LLN0,DC,NamPlt,vendor,VisString255,1,YHGLU/LLN0$DC$NamPlt$vendor
YH,GLU,LLN0,DC,NamPlt,swRev,VisString255,1,YHGLU/LLN0$DC$NamPlt$swRev
YH,GLU,LLN0,DC,NamPlt,d,VisString255,1,YHGLU/LLN0$DC$NamPlt$d
YH,GLU,LLN0,DC,NamPlt,configRev,VisString255,1,YHGLU/LLN0$DC$NamPlt$configRev
YH,GLU,LLN0,EX,NamPlt,ldNs,VisString255,1,YHGLU/LLN0$EX$NamPlt$ldNs
YH,GLU,LPHD1,DC,PhyNam,vendor,VisString255,1,YHGLU/LPHD1$DC$PhyNam$vendor
YH,GLU,LPHD1,DC,PhyNam,swRev,VisString255,1,YHGLU/LPHD1$DC$PhyNam$swRev
YH,GLU,LPHD1,DC,PhyNam,model,VisString255,1,YHGLU/LPHD1$DC$PhyNam$model
YH,GLU,LPHD1,ST,PhyHealth,stVal,Enum,3,YHGLU/LPHD1$ST$PhyHealth$stVal
YH,GLU,LPHD1,ST,PhyHealth,q,Quality,1,YHGLU/LPHD1$ST$PhyHealth$q
YH,GLU,LPHD1,ST,PhyHealth,t,Timestamp,1,YHGLU/LPHD1$ST$PhyHealth$t
YH,GLU,LPHD1,ST,Proxy,stVal,BOOLEAN,1,YHGLU/LPHD1$ST$Proxy$stVal
YH,GLU,LPHD1,ST,Proxy,q,Quality,1,YHGLU/LPHD1$ST$Proxy$q
YH,GLU,LPHD1,ST,Proxy,t,Timestamp,1,YHGLU/LPHD1$ST$Proxy$t
YH,GLU,LPHD1,ST,DevTime,stVal,INT32,1,YHGLU/LPHD1$ST$DevTime$stVal
YH,GLU,LPHD1,ST,DevTime,q,Quality,1,YHGLU/LPHD1$ST$DevTime$q
YH,GLU,LPHD1,ST,DevTime,t,Timestamp,1,YHGLU/LPHD1$ST$DevTime$t
YH,GLU,LPHD1,EX,DevTime,dataNs,VisString255,1,YHGLU/LPHD1$EX$DevTime$dataNs
YH,GLU,SPDC1,ST,Mod,stVal,Enum,5,YHGLU/SPDC1$ST$Mod$stVal
YH,GLU,SPDC1,ST,Mod,q,Quality,1,YHGLU/SPDC1$ST$Mod$q
YH,GLU,SPDC1,ST,Mod,t,Timestamp,1,YHGLU/SPDC1$ST$Mod$t
YH,GLU,SPDC1,CF,Mod,ctlModel,Enum,5,YHGLU/SPDC1$CF$Mod$ctlModel
YH,GLU,SPDC1,ST,Beh,stVal,Enum,5,YHGLU/SPDC1$ST$Beh$stVal
YH,GLU,SPDC1,ST,Beh,q,Quality,1,YHGLU/SPDC1$ST$Beh$q
YH,GLU,SPDC1,ST,Beh,t,Timestamp,1,YHGLU/SPDC1$ST$Beh$t
YH,GLU,SPDC1,ST,Health,stVal,Enum,3,YHGLU/SPDC1$ST$Health$stVal
YH,GLU,SPDC1,ST,Health,q,Quality,1,YHGLU/SPDC1$ST$Health$q
YH,GLU,SPDC1,ST,Health,t,Timestamp,1,YHGLU/SPDC1$ST$Health$t
YH,GLU,SPDC1,DC,NamPlt,vendor,VisString255,1,YHGLU/SPDC1$DC$NamPlt$vendor
YH,GLU,SPDC1,DC,NamPlt,swRev,VisString255,1,YHGLU/SPDC1$DC$NamPlt$swRev
YH,GLU,SPDC1,DC,NamPlt,d,VisString255,1,YHGLU/SPDC1$DC$NamPlt$d
YH,GLU,SPDC1,DC,EEName,vendor,VisString255,1,YHGLU/SPDC1$DC$EEName$vendor
YH,GLU,SPDC1,DC,EEName,location,VisString255,1,YHGLU/SPDC1$DC$EEName$location
YH,GLU,SPDC1,ST,PaDschAlm,stVal,BOOLEAN,1,YHGLU/SPDC1$ST$PaDschAlm$stVal
YH,GLU,SPDC1,ST,PaDschAlm,q,Quality,1,YHGLU/SPDC1$ST$PaDschAlm$q
YH,GLU,SPDC1,ST,PaDschAlm,t,Timestamp,1,YHGLU/SPDC1$ST$PaDschAlm$t
YH,GLU,SPDC1,ST,DevType,stVal,INT32,1,YHGLU/SPDC1$ST$DevType$stVal
YH,GLU,SPDC1,ST,DevType,q,Quality,1,YHGLU/SPDC1$ST$DevType$q
YH,GLU,SPDC1,ST,DevType,t,Timestamp,1,YHGLU/SPDC1$ST$DevType$t
YH,GLU,SPDC1,EX,DevType,dataNs,VisString255,1,YHGLU/SPDC1$EX$DevType$dataNs
YH,GLU,SPDC1,ST,SensorType,stVal,INT32,1,YHGLU/SPDC1$ST$SensorType$stVal
YH,GLU,SPDC1,ST,SensorType,q,Quality,1,YHGLU/SPDC1$ST$SensorType$q
YH,GLU,SPDC1,ST,SensorType,t,Timestamp,1,YHGLU/SPDC1$ST$SensorType$t
YH,GLU,SPDC1,EX,SensorType,dataNs,VisString255,1,YHGLU/SPDC1$EX$SensorType$dataNs
YH,GLU,SPDC1,ST,EvtLvlSt,stVal,INT32,1,YHGLU/SPDC1$ST$EvtLvlSt$stVal
YH,GLU,SPDC1,ST,EvtLvlSt,q,Quality,1,YHGLU/SPDC1$ST$EvtLvlSt$q
YH,GLU,SPDC1,ST,EvtLvlSt,t,Timestamp,1,YHGLU/SPDC1$ST$EvtLvlSt$t
YH,GLU,SPDC1,EX,EvtLvlSt,dataNs,VisString255,1,YHGLU/SPDC1$EX$EvtLvlSt$dataNs
YH,GLU,SPDC1,ST,OpCnt,stVal,INT32,1,YHGLU/SPDC1$ST$OpCnt$stVal
YH,GLU,SPDC1,ST,OpCnt,q,Quality,1,YHGLU/SPDC1$ST$OpCnt$q
YH,GLU,SPDC1,ST,OpCnt,t,Timestamp,1,YHGLU/SPDC1$ST$OpCnt$t
YH,GLU,SPDC1,EX,OpCnt,dataNs,VisString255,1,YHGLU/SPDC1$EX$OpCnt$dataNs
YH,GLU,SPDC1,ST,Prob0,stVal,INT32,1,YHGLU/SPDC1$ST$Prob0$stVal
YH,GLU,SPDC1,ST,Prob0,q,Quality,1,YHGLU/SPDC1$ST$Prob0$q
YH,GLU,SPDC1,ST,Prob0,t,Timestamp,1,YHGLU/SPDC1$ST$Prob0$t
YH,GLU,SPDC1,EX,Prob0,dataNs,VisString255,1,YHGLU/SPDC1$EX$Prob0$dataNs
YH,GLU,SPDC1,ST,Prob1,stVal,INT32,1,YHGLU/SPDC1$ST$Prob1$stVal
YH,GLU,SPDC1,ST,Prob1,q,Quality,1,YHGLU/SPDC1$ST$Prob1$q
YH,GLU,SPDC1,ST,Prob1,t,Timestamp,1,YHGLU/SPDC1$ST$Prob1$t
YH,GLU,SPDC1,EX,Prob1,dataNs,VisString255,1,YHGLU/SPDC1$EX$Prob1$dataNs
YH,GLU,SPDC1,ST,Prob2,stVal,INT32,1,YHGLU/SPDC1$ST$Prob2$stVal
YH,GLU,SPDC1,ST,Prob2,q,Quality,1,YHGLU/SPDC1$ST$Prob2$q
YH,GLU,SPDC1,ST,Prob2,t,Timestamp,1,YHGLU/SPDC1$ST$Prob2$t
YH,GLU,SPDC1,EX,Prob2,dataNs,VisString255,1,YHGLU/SPDC1$EX$Prob2$dataNs
YH,GLU,SPDC1,ST,Prob3,stVal,INT32,1,YHGLU/SPDC1$ST$Prob3$stVal
YH,GLU,SPDC1,ST,Prob3,q,Quality,1,YHGLU/SPDC1$ST$Prob3$q
YH,GLU,SPDC1,ST,Prob3,t,Timestamp,1,YHGLU/SPDC1$ST$Prob3$t
YH,GLU,SPDC1,EX,Prob3,dataNs,VisString255,1,YHGLU/SPDC1$EX$Prob3$dataNs
YH,GLU,SPDC1,ST,Prob4,stVal,INT32,1,YHGLU/SPDC1$ST$Prob4$stVal
YH,GLU,SPDC1,ST,Prob4,q,Quality,1,YHGLU/SPDC1$ST$Prob4$q
YH,GLU,SPDC1,ST,Prob4,t,Timestamp,1,YHGLU/SPDC1$ST$Prob4$t
YH,GLU,SPDC1,EX,Prob4,dataNs,VisString255,1,YHGLU/SPDC1$EX$Prob4$dataNs
YH,GLU,SPDC1,ST,Prob5,stVal,INT32,1,YHGLU/SPDC1$ST$Prob5$stVal
YH,GLU,SPDC1,ST,Prob5,q,Quality,1,YHGLU/SPDC1$ST$Prob5$q
YH,GLU,SPDC1,ST,Prob5,t,Timestamp,1,YHGLU/SPDC1$ST$Prob5$t
YH,GLU,SPDC1,EX,Prob5,dataNs,VisString255,1,YHGLU/SPDC1$EX$Prob5$dataNs
YH,GLU,SPDC1,ST,Prob6,stVal,INT32,1,YHGLU/SPDC1$ST$Prob6$stVal
YH,GLU,SPDC1,ST,Prob6,q,Quality,1,YHGLU/SPDC1$ST$Prob6$q
YH,GLU,SPDC1,ST,Prob6,t,Timestamp,1,YHGLU/SPDC1$ST$Prob6$t
YH,GLU,SPDC1,EX,Prob6,dataNs,VisString255,1,YHGLU/SPDC1$EX$Prob6$dataNs
YH,GLU,SPDC1,ST,Prob7,stVal,INT32,1,YHGLU/SPDC1$ST$Prob7$stVal
YH,GLU,SPDC1,ST,Prob7,q,Quality,1,YHGLU/SPDC1$ST$Prob7$q
YH,GLU,SPDC1,ST,Prob7,t,Timestamp,1,YHGLU/SPDC1$ST$Prob7$t
YH,GLU,SPDC1,EX,Prob7,dataNs,VisString255,1,YHGLU/SPDC1$EX$Prob7$dataNs
YH,GLU,SPDC1,ST,Prob8,stVal,INT32,1,YHGLU/SPDC1$ST$Prob8$stVal
YH,GLU,SPDC1,ST,Prob8,q,Quality,1,YHGLU/SPDC1$ST$Prob8$q
YH,GLU,SPDC1,ST,Prob8,t,Timestamp,1,YHGLU/SPDC1$ST$Prob8$t
YH,GLU,SPDC1,EX,Prob8,dataNs,VisString255,1,YHGLU/SPDC1$EX$Prob8$dataNs
YH,GLU,SPDC1,ST,Prob9,stVal,INT32,1,YHGLU/SPDC1$ST$Prob9$stVal
YH,GLU,SPDC1,ST,Prob9,q,Quality,1,YHGLU/SPDC1$ST$Prob9$q
YH,GLU,SPDC1,ST,Prob9,t,Timestamp,1,YHGLU/SPDC1$ST$Prob9$t
YH,GLU,SPDC1,EX,Prob9,dataNs,VisString255,1,YHGLU/SPDC1$EX$Prob9$dataNs
YH,GLU,SPDC1,ST,Prob10,stVal,INT32,1,YHGLU/SPDC1$ST$Prob10$stVal
YH,GLU,SPDC1,ST,Prob10,q,Quality,1,YHGLU/SPDC1$ST$Prob10$q
YH,GLU,SPDC1,ST,Prob10,t,Timestamp,1,YHGLU/SPDC1$ST$Prob10$t
YH,GLU,SPDC1,EX,Prob10,dataNs,VisString255,1,YHGLU/SPDC1$EX$Prob10$dataNs
YH,GLU,SPDC1,ST,Prob11,stVal,INT32,1,YHGLU/SPDC1$ST$Prob11$stVal
YH,GLU,SPDC1,ST,Prob11,q,Quality,1,YHGLU/SPDC1$ST$Prob11$q
YH,GLU,SPDC1,ST,Prob11,t,Timestamp,1,YHGLU/SPDC1$ST$Prob11$t
YH,GLU,SPDC1,EX,Prob11,dataNs,VisString255,1,YHGLU/SPDC1$EX$Prob11$dataNs
YH,GLU,SPDC1,ST,MoDevComF,stVal,BOOLEAN,1,YHGLU/SPDC1$ST$MoDevComF$stVal
YH,GLU,SPDC1,ST,MoDevComF,q,Quality,1,YHGLU/SPDC1$ST$MoDevComF$q
YH,GLU,SPDC1,ST,MoDevComF,t,Timestamp,1,YHGLU/SPDC1$ST$MoDevComF$t
YH,GLU,SPDC1,EX,MoDevComF,dataNs,VisString255,1,YHGLU/SPDC1$EX$MoDevComF$dataNs
YH,GLU,SPDC1,ST,MoDevFlt,stVal,BOOLEAN,1,YHGLU/SPDC1$ST$MoDevFlt$stVal
YH,GLU,SPDC1,ST,MoDevFlt,q,Quality,1,YHGLU/SPDC1$ST$MoDevFlt$q
YH,GLU,SPDC1,ST,MoDevFlt,t,Timestamp,1,YHGLU/SPDC1$ST$MoDevFlt$t
YH,GLU,SPDC1,EX,MoDevFlt,dataNs,VisString255,1,YHGLU/SPDC1$EX$MoDevFlt$dataNs
YH,GLU,SPDC1,ST,TrendTransF,stVal,INT32,1,YHGLU/SPDC1$ST$TrendTransF$stVal
YH,GLU,SPDC1,ST,TrendTransF,q,Quality,1,YHGLU/SPDC1$ST$TrendTransF$q
YH,GLU,SPDC1,ST,TrendTransF,t,Timestamp,1,YHGLU/SPDC1$ST$TrendTransF$t
YH,GLU,SPDC1,EX,TrendTransF,dataNs,VisString255,1,YHGLU/SPDC1$EX$TrendTransF$dataNs
YH,GLU,SPDC1,ST,EvtTransF,stVal,INT32,1,YHGLU/SPDC1$ST$EvtTransF$stVal
YH,GLU,SPDC1,ST,EvtTransF,q,Quality,1,YHGLU/SPDC1$ST$EvtTransF$q
YH,GLU,SPDC1,ST,EvtTransF,t,Timestamp,1,YHGLU/SPDC1$ST$EvtTransF$t
YH,GLU,SPDC1,EX,EvtTransF,dataNs,VisString255,1,YHGLU/SPDC1$EX$EvtTransF$dataNs
YH,GLU,SPDC1,ST,RTTransF,stVal,INT32,1,YHGLU/SPDC1$ST$RTTransF$stVal
YH,GLU,SPDC1,ST,RTTransF,q,Quality,1,YHGLU/SPDC1$ST$RTTransF$q
YH,GLU,SPDC1,ST,RTTransF,t,Timestamp,1,YHGLU/SPDC1$ST$RTTransF$t
YH,GLU,SPDC1,EX,RTTransF,dataNs,VisString255,1,YHGLU/SPDC1$EX$RTTransF$dataNs
YH,GLU,SPDC1,ST,MeasureUnit,stVal,INT32,1,YHGLU/SPDC1$ST$MeasureUnit$stVal
YH,GLU,SPDC1,ST,MeasureUnit,q,Quality,1,YHGLU/SPDC1$ST$MeasureUnit$q
YH,GLU,SPDC1,ST,MeasureUnit,t,Timestamp,1,YHGLU/SPDC1$ST$MeasureUnit$t
YH,GLU,SPDC1,EX,MeasureUnit,dataNs,VisString255,1,YHGLU/SPDC1$EX$MeasureUnit$dataNs
YH,GLU,SPDC1,MX,AcuPaDsch,mag.f,FLOAT32,1,YHGLU/SPDC1$MX$AcuPaDsch$mag.f
YH,GLU,SPDC1,MX,AcuPaDsch,q,Quality,1,YHGLU/SPDC1$MX$AcuPaDsch$q
YH,GLU,SPDC1,MX,AcuPaDsch,t,Timestamp,1,YHGLU/SPDC1$MX$AcuPaDsch$t
YH,GLU,SPDC1,MX,AppPaDsch,mag.f,FLOAT32,1,YHGLU/SPDC1$MX$AppPaDsch$mag.f
YH,GLU,SPDC1,MX,AppPaDsch,q,Quality,1,YHGLU/SPDC1$MX$AppPaDsch$q
YH,GLU,SPDC1,MX,AppPaDsch,t,Timestamp,1,YHGLU/SPDC1$MX$AppPaDsch$t
YH,GLU,SPDC1,EX,AppPaDsch,dataNs,VisString255,1,YHGLU/SPDC1$EX$AppPaDsch$dataNs
YH,GLU,SPDC1,MX,MaxPaDschPh,mag.f,FLOAT32,1,YHGLU/SPDC1$MX$MaxPaDschPh$mag.f
YH,GLU,SPDC1,MX,MaxPaDschPh,q,Quality,1,YHGLU/SPDC1$MX$MaxPaDschPh$q
YH,GLU,SPDC1,MX,MaxPaDschPh,t,Timestamp,1,YHGLU/SPDC1$MX$MaxPaDschPh$t
YH,GLU,SPDC1,EX,MaxPaDschPh,dataNs,VisString255,1,YHGLU/SPDC1$EX$MaxPaDschPh$dataNs
YH,GLU,SPDC1,MX,NQS,mag.f,FLOAT32,1,YHGLU/SPDC1$MX$NQS$mag.f
YH,GLU,SPDC1,MX,NQS,q,Quality,1,YHGLU/SPDC1$MX$NQS$q
YH,GLU,SPDC1,MX,NQS,t,Timestamp,1,YHGLU/SPDC1$MX$NQS$t
YH,GLU,SPDC1,EX,NQS,dataNs,VisString255,1,YHGLU/SPDC1$EX$NQS$dataNs
YH,GLU,SPDC1,MX,UhfPaDsch,mag.f,FLOAT32,1,YHGLU/SPDC1$MX$UhfPaDsch$mag.f
YH,GLU,SPDC1,MX,UhfPaDsch,q,Quality,1,YHGLU/SPDC1$MX$UhfPaDsch$q
YH,GLU,SPDC1,MX,UhfPaDsch,t,Timestamp,1,YHGLU/SPDC1$MX$UhfPaDsch$t
YH,GLU,SPDC1,EX,UhfPaDsch,dataNs,VisString255,1,YHGLU/SPDC1$EX$UhfPaDsch$dataNs
YH,GLU,SPDC1,ST,PriHarRte,stVal,INT32,1,YHGLU/SPDC1$ST$PriHarRte$stVal
YH,GLU,SPDC1,ST,PriHarRte,q,Quality,1,YHGLU/SPDC1$ST$PriHarRte$q
YH,GLU,SPDC1,ST,PriHarRte,t,Timestamp,1,YHGLU/SPDC1$ST$PriHarRte$t
YH,GLU,SPDC1,EX,PriHarRte,dataNs,VisString255,1,YHGLU/SPDC1$EX$PriHarRte$dataNs
YH,GLU,SPDC1,ST,SecHarRte,stVal,INT32,1,YHGLU/SPDC1$ST$SecHarRte$stVal
YH,GLU,SPDC1,ST,SecHarRte,q,Quality,1,YHGLU/SPDC1$ST$SecHarRte$q
YH,GLU,SPDC1,ST,SecHarRte,t,Timestamp,1,YHGLU/SPDC1$ST$SecHarRte$t
YH,GLU,SPDC1,EX,SecHarRte,dataNs,VisString255,1,YHGLU/SPDC1$EX$SecHarRte$dataNs
YH,GLU,SPDC1,ST,DschCnt,stVal,INT32,1,YHGLU/SPDC1$ST$DschCnt$stVal
YH,GLU,SPDC1,ST,DschCnt,q,Quality,1,YHGLU/SPDC1$ST$DschCnt$q
YH,GLU,SPDC1,ST,DschCnt,t,Timestamp,1,YHGLU/SPDC1$ST$DschCnt$t
YH,GLU,SPDC1,EX,DschCnt,dataNs,VisString255,1,YHGLU/SPDC1$EX$DschCnt$dataNs
YH,GLU,SPDC1,ST,DschCntPhRs,stVal,INT32,1,YHGLU/SPDC1$ST$DschCntPhRs$stVal
YH,GLU,SPDC1,ST,DschCntPhRs,q,Quality,1,YHGLU/SPDC1$ST$DschCntPhRs$q
YH,GLU,SPDC1,ST,DschCntPhRs,t,Timestamp,1,YHGLU/SPDC1$ST$DschCntPhRs$t
YH,GLU,SPDC1,EX,DschCntPhRs,dataNs,VisString255,1,YHGLU/SPDC1$EX$DschCntPhRs$dataNs
YH,GLU,SPDC1,SP,EvtAmpThre1,setMag.f,FLOAT32,1,YHGLU/SPDC1$SP$EvtAmpThre1$setMag.f
YH,GLU,SPDC1,EX,EvtAmpThre1,dataNs,VisString255,1,YHGLU/SPDC1$EX$EvtAmpThre1$dataNs
YH,GLU,SPDC1,SP,EvtPpsThre1,setMag.f,FLOAT32,1,YHGLU/SPDC1$SP$EvtPpsThre1$setMag.f
YH,GLU,SPDC1,EX,EvtPpsThre1,dataNs,VisString255,1,YHGLU/SPDC1$EX$EvtPpsThre1$dataNs
YH,GLU,SPDC1,SP,EvtAmpThre2,setMag.f,FLOAT32,1,YHGLU/SPDC1$SP$EvtAmpThre2$setMag.f
YH,GLU,SPDC1,EX,EvtAmpThre2,dataNs,VisString255,1,YHGLU/SPDC1$EX$EvtAmpThre2$dataNs
YH,GLU,SPDC1,SP,EvtPpsThre2,setMag.f,FLOAT32,1,YHGLU/SPDC1$SP$EvtPpsThre2$setMag.f
YH,GLU,SPDC1,EX,EvtPpsThre2,dataNs,VisString255,1,YHGLU/SPDC1$EX$EvtPpsThre2$dataNs
YH,GLU,SPDC1,SP,PlsLvlThre,setMag.f,FLOAT32,1,YHGLU/SPDC1$SP$PlsLvlThre$setMag.f
YH,GLU,SPDC1,EX,PlsLvlThre,dataNs,VisString255,1,YHGLU/SPDC1$EX$PlsLvlThre$dataNs
YH,GLU,SPDC1,SP,AttSet,setMag.f,FLOAT32,1,YHGLU/SPDC1$SP$AttSet$setMag.f
YH,GLU,SPDC1,EX,AttSet,dataNs,VisString255,1,YHGLU/SPDC1$EX$AttSet$dataNs
YH,GLU,SPDC1,SP,PhShift,setMag.f,FLOAT32,1,YHGLU/SPDC1$SP$PhShift$setMag.f
YH,GLU,SPDC1,EX,PhShift,dataNs,VisString255,1,YHGLU/SPDC1$EX$PhShift$dataNs
YH,GLU,SPDC1,SP,CtrHz,setMag.f,FLOAT32,1,YHGLU/SPDC1$SP$CtrHz$setMag.f
YH,GLU,SPDC1,EX,CtrHz,dataNs,VisString255,1,YHGLU/SPDC1$EX$CtrHz$dataNs
YH,GLU,SPDC1,SP,BndWid,setMag.f,FLOAT32,1,YHGLU/SPDC1$SP$BndWid$setMag.f
YH,GLU,SPDC1,SP,DevVoltage,setVal,INT32,1,YHGLU/SPDC1$SP$DevVoltage$setVal
YH,GLU,SPDC1,EX,DevVoltage,dataNs,VisString255,1,YHGLU/SPDC1$EX$DevVoltage$dataNs
YH,GLU,SPDC1,SP,RsOpCnt,setVal,INT32,1,YHGLU/SPDC1$SP$RsOpCnt$setVal
YH,GLU,SPDC1,EX,RsOpCnt,dataNs,VisString255,1,YHGLU/SPDC1$EX$RsOpCnt$dataNs
YH,GLU,SPDC2,ST,Mod,stVal,Enum,5,YHGLU/SPDC2$ST$Mod$stVal
YH,GLU,SPDC2,ST,Mod,q,Quality,1,YHGLU/SPDC2$ST$Mod$q
YH,GLU,SPDC2,ST,Mod,t,Timestamp,1,YHGLU/SPDC2$ST$Mod$t
YH,GLU,SPDC2,CF,Mod,ctlModel,Enum,5,YHGLU/SPDC2$CF$Mod$ctlModel
YH,GLU,SPDC2,ST,Beh,stVal,Enum,5,YHGLU/SPDC2$ST$Beh$stVal
YH,GLU,SPDC2,ST,Beh,q,Quality,1,YHGLU/SPDC2$ST$Beh$q
YH,GLU,SPDC2,ST,Beh,t,Timestamp,1,YHGLU/SPDC2$ST$Beh$t
YH,GLU,SPDC2,ST,Health,stVal,Enum,3,YHGLU/SPDC2$ST$Health$stVal
YH,GLU,SPDC2,ST,Health,q,Quality,1,YHGLU/SPDC2$ST$Health$q
YH,GLU,SPDC2,ST,Health,t,Timestamp,1,YHGLU/SPDC2$ST$Health$t
YH,GLU,SPDC2,DC,NamPlt,vendor,VisString255,1,YHGLU/SPDC2$DC$NamPlt$vendor
YH,GLU,SPDC2,DC,NamPlt,swRev,VisString255,1,YHGLU/SPDC2$DC$NamPlt$swRev
YH,GLU,SPDC2,DC,NamPlt,d,VisString255,1,YHGLU/SPDC2$DC$NamPlt$d
YH,GLU,SPDC2,DC,EEName,vendor,VisString255,1,YHGLU/SPDC2$DC$EEName$vendor
YH,GLU,SPDC2,DC,EEName,location,VisString255,1,YHGLU/SPDC2$DC$EEName$location
YH,GLU,SPDC2,ST,PaDschAlm,stVal,BOOLEAN,1,YHGLU/SPDC2$ST$PaDschAlm$stVal
YH,GLU,SPDC2,ST,PaDschAlm,q,Quality,1,YHGLU/SPDC2$ST$PaDschAlm$q
YH,GLU,SPDC2,ST,PaDschAlm,t,Timestamp,1,YHGLU/SPDC2$ST$PaDschAlm$t
YH,GLU,SPDC2,ST,DevType,stVal,INT32,1,YHGLU/SPDC2$ST$DevType$stVal
YH,GLU,SPDC2,ST,DevType,q,Quality,1,YHGLU/SPDC2$ST$DevType$q
YH,GLU,SPDC2,ST,DevType,t,Timestamp,1,YHGLU/SPDC2$ST$DevType$t
YH,GLU,SPDC2,EX,DevType,dataNs,VisString255,1,YHGLU/SPDC2$EX$DevType$dataNs
YH,GLU,SPDC2,ST,SensorType,stVal,INT32,1,YHGLU/SPDC2$ST$SensorType$stVal
YH,GLU,SPDC2,ST,SensorType,q,Quality,1,YHGLU/SPDC2$ST$SensorType$q
YH,GLU,SPDC2,ST,SensorType,t,Timestamp,1,YHGLU/SPDC2$ST$SensorType$t
YH,GLU,SPDC2,EX,SensorType,dataNs,VisString255,1,YHGLU/SPDC2$EX$SensorType$dataNs
YH,GLU,SPDC2,ST,EvtLvlSt,stVal,INT32,1,YHGLU/SPDC2$ST$EvtLvlSt$stVal
YH,GLU,SPDC2,ST,EvtLvlSt,q,Quality,1,YHGLU/SPDC2$ST$EvtLvlSt$q
YH,GLU,SPDC2,ST,EvtLvlSt,t,Timestamp,1,YHGLU/SPDC2$ST$EvtLvlSt$t
YH,GLU,SPDC2,EX,EvtLvlSt,dataNs,VisString255,1,YHGLU/SPDC2$EX$EvtLvlSt$dataNs
YH,GLU,SPDC2,ST,OpCnt,stVal,INT32,1,YHGLU/SPDC2$ST$OpCnt$stVal
YH,GLU,SPDC2,ST,OpCnt,q,Quality,1,YHGLU/SPDC2$ST$OpCnt$q
YH,GLU,SPDC2,ST,OpCnt,t,Timestamp,1,YHGLU/SPDC2$ST$OpCnt$t
YH,GLU,SPDC2,EX,OpCnt,dataNs,VisString255,1,YHGLU/SPDC2$EX$OpCnt$dataNs
YH,GLU,SPDC2,ST,Prob0,stVal,INT32,1,YHGLU/SPDC2$ST$Prob0$stVal
YH,GLU,SPDC2,ST,Prob0,q,Quality,1,YHGLU/SPDC2$ST$Prob0$q
YH,GLU,SPDC2,ST,Prob0,t,Timestamp,1,YHGLU/SPDC2$ST$Prob0$t
YH,GLU,SPDC2,EX,Prob0,dataNs,VisString255,1,YHGLU/SPDC2$EX$Prob0$dataNs
YH,GLU,SPDC2,ST,Prob1,stVal,INT32,1,YHGLU/SPDC2$ST$Prob1$stVal
YH,GLU,SPDC2,ST,Prob1,q,Quality,1,YHGLU/SPDC2$ST$Prob1$q
YH,GLU,SPDC2,ST,Prob1,t,Timestamp,1,YHGLU/SPDC2$ST$Prob1$t
YH,GLU,SPDC2,EX,Prob1,dataNs,VisString255,1,YHGLU/SPDC2$EX$Prob1$dataNs
YH,GLU,SPDC2,ST,Prob2,stVal,INT32,1,YHGLU/SPDC2$ST$Prob2$stVal
YH,GLU,SPDC2,ST,Prob2,q,Quality,1,YHGLU/SPDC2$ST$Prob2$q
YH,GLU,SPDC2,ST,Prob2,t,Timestamp,1,YHGLU/SPDC2$ST$Prob2$t
YH,GLU,SPDC2,EX,Prob2,dataNs,VisString255,1,YHGLU/SPDC2$EX$Prob2$dataNs
YH,GLU,SPDC2,ST,Prob3,stVal,INT32,1,YHGLU/SPDC2$ST$Prob3$stVal
YH,GLU,SPDC2,ST,Prob3,q,Quality,1,YHGLU/SPDC2$ST$Prob3$q
YH,GLU,SPDC2,ST,Prob3,t,Timestamp,1,YHGLU/SPDC2$ST$Prob3$t
YH,GLU,SPDC2,EX,Prob3,dataNs,VisString255,1,YHGLU/SPDC2$EX$Prob3$dataNs
YH,GLU,SPDC2,ST,Prob4,stVal,INT32,1,YHGLU/SPDC2$ST$Prob4$stVal
YH,GLU,SPDC2,ST,Prob4,q,Quality,1,YHGLU/SPDC2$ST$Prob4$q
YH,GLU,SPDC2,ST,Prob4,t,Timestamp,1,YHGLU/SPDC2$ST$Prob4$t
YH,GLU,SPDC2,EX,Prob4,dataNs,VisString255,1,YHGLU/SPDC2$EX$Prob4$dataNs
YH,GLU,SPDC2,ST,Prob5,stVal,INT32,1,YHGLU/SPDC2$ST$Prob5$stVal
YH,GLU,SPDC2,ST,Prob5,q,Quality,1,YHGLU/SPDC2$ST$Prob5$q
YH,GLU,SPDC2,ST,Prob5,t,Timestamp,1,YHGLU/SPDC2$ST$Prob5$t
