7.59,42.19,-0.65,0.47,958793
7.35,51.95,-0.61,0.47,958894
7.26,52.12,-0.55,0.47,958995
7.06,52.18,-0.56,0.47,959096
6.91,52.30,-0.45,0.50,959197
6.79,52.30,-0.45,0.50,959298
8.12,52.24,-0.30,0.50,959399
10.34,52.68,0.56,0.50,959500
11.11,48.13,0.56,0.50,959601
11.34,47.78,1.00,0.47,959702
11.28,46.69,1.06,0.47,959803
12.47,43.55,1.12,0.47,959904
13.15,43.82,1.29,0.47,960005
13.82,44.11,1.44,0.47,960106
16.48,41.25,1.43,0.44,960207
18.32,50.65,1.43,0.44,960308
19.79,51.12,1.62,0.44,960409
17.61,51.03,1.49,0.44,960510
12.91,49.85,0.46,0.44,960611
11.61,39.42,0.04,0.50,960712
9.33,52.68,-0.15,0.50,960813
8.33,52.18,-0.92,0.50,960914
8.33,35.52,-0.71,0.50,961015
8.56,37.08,-0.78,0.50,961116
8.71,32.91,-0.77,0.53,961217
8.83,38.94,-0.82,0.53,961318
8.98,39.77,-0.82,0.53,961419
8.86,40.18,-0.77,0.53,961520
8.62,51.47,-0.79,0.53,961621
8.71,51.00,-0.83,0.47,961722
8.83,41.48,-0.77,0.47,961823
8.71,41.54,-0.81,0.47,961924
8.80,41.63,-0.82,0.47,962025
8.65,41.72,-0.78,0.47,962126
8.62,41.84,-0.78,0.50,962227
8.51,42.08,-0.78,0.50,962328
8.36,42.08,-0.78,0.50,962429
8.33,42.05,-0.74,0.50,962530
8.24,41.99,-0.73,0.50,962631
8.15,42.13,-0.70,0.47,962732
8.03,42.19,-0.71,0.47,962833
7.32,42.13,-0.63,0.47,962934
7.12,52.12,-0.61,0.47,963035
6.70,52.18,-0.55,0.47,963136
6.23,52.21,-0.42,0.47,963237
6.08,52.12,-0.32,0.47,963338
6.05,52.06,0.00,0.47,963439
8.24,52.18,0.00,0.47,963540
10.40,46.36,0.42,0.50,963641
10.04,43.08,0.77,0.50,963742
9.51,42.99,1.08,0.50,963843
