0.08,39.68,-0.11,0.53,766186
0.08,39.56,-0.17,0.56,766287
0.00,50.73,-0.15,0.56,766388
0.05,51.00,-0.14,0.56,766489
0.02,51.15,-0.15,0.56,766590
0.11,51.24,-0.15,0.56,766691
0.08,39.24,-0.15,0.47,766792
0.02,51.30,-0.12,0.47,766893
0.05,31.88,-0.12,0.47,766994
0.00,33.48,-0.16,0.47,767095
0.05,34.57,-0.14,0.47,767196
0.08,35.28,-0.15,0.47,767297
0.02,35.90,-0.15,0.47,767398
-0.02,36.40,-0.14,0.47,767499
0.11,36.93,-0.15,0.47,767600
0.05,51.00,-0.16,0.47,767701
0.11,32.09,-0.16,0.41,767802
0.02,38.09,-0.15,0.41,767903
0.08,38.23,-0.15,0.41,768004
0.08,38.41,-0.16,0.41,768105
0.11,38.62,-0.16,0.47,768206
0.08,38.74,-0.15,0.47,768307
0.08,38.77,-0.15,0.47,768408
-0.02,38.82,-0.15,0.47,768509
0.08,39.03,-0.14,0.47,768610
0.05,39.12,-0.14,0.44,768711
0.17,39.27,-0.12,0.44,768812
0.05,39.30,-0.16,0.44,768913
0.05,51.32,-0.14,0.44,769014
0.05,51.50,-0.16,0.44,769115
0.05,51.59,-0.16,0.47,769216
0.14,51.59,-0.14,0.47,769317
0.08,51.71,-0.12,0.47,769418
0.08,51.47,-0.14,0.47,769519
0.08,51.12,-0.12,0.47,769620
0.11,50.56,-0.15,0.47,769721
0.05,39.89,-0.16,0.47,769822
0.11,39.68,-0.15,0.47,769923
0.11,39.62,-0.15,0.47,770024
0.02,39.59,-0.15,0.47,770125
0.08,37.64,-0.15,0.47,770226
0.08,39.59,-0.14,0.47,770327
0.02,50.97,-0.15,0.47,770428
0.08,51.18,-0.15,0.47,770529
0.08,51.18,-0.11,0.47,770630
0.11,31.88,-0.14,0.44,770731
0.05,51.27,-0.14,0.44,770832
0.08,51.56,-0.15,0.44,770933
0.08,51.65,-0.12,0.44,771034
0.02,51.59,-0.15,0.44,771135
0.11,51.59,-0.15,0.53,771236
0.11,51.59,-0.17,0.53,771337
0.05,51.47,-0.14,0.53,771438
0.08,31.97,-0.12,0.53,771539
0.00,33.74,-0.14,0.53,771640
0.14,35.34,-0.14,0.47,771741
0.02,36.05,-0.15,0.47,771842
0.05,36.61,-0.15,0.47,771943
0.05,36.93,-0.15,0.47,772044
0.02,37.26,-0.14,0.47,772145
0.08,37.52,-0.14,0.50,772246
0.11,37.82,-0.16,0.50,772347
0.05,38.00,-0.15,0.50,772448
0.11,38.35,-0.16,0.50,772549
0.11,38.41,-0.16,0.50,772650
0.05,38.53,-0.15,0.41,772751
0.05,38.74,-0.17,0.41,772852
0.05,38.82,-0.16,0.41,772953
0.05,38.94,-0.15,0.41,773054
0.11,51.56,-0.14,0.41,773155
0.11,37.91,-0.15,0.47,773256
0.02,51.32,-0.15,0.47,773357
0.02,51.18,-0.15,0.47,773458
0.11,50.94,-0.15,0.47,773559
0.05,32.06,-0.16,0.50,773660
0.02,39.47,-0.16,0.50,773761
0.11,39.53,-0.16,0.50,773862
0.05,39.56,-0.15,0.50,773963
0.11,39.65,-0.16,0.50,774064
0.05,39.68,-0.16,0.41,774165
0.02,39.71,-0.14,0.41,774266
0.08,39.65,-0.15,0.41,774367
0.02,51.06,-0.15,0.41,774468
0.11,51.35,-0.15,0.41,774569
0.02,51.50,-0.15,0.44,774670
0.08,51.62,-0.15,0.44,774771
0.11,51.65,-0.16,0.44,774872
0.08,51.65,-0.16,0.44,774973
0.08,51.65,-0.14,0.44,775074
0.02,51.65,-0.15,0.44,775175
0.05,51.65,-0.16,0.44,775276
0.05,51.47,-0.16,0.44,775377
0.08,51.03,-0.15,0.44,775478
0.11,50.17,-0.14,0.44,775579
0.11,39.12,-0.17,0.50,775680
0.05,39.65,-0.19,0.50,775781
0.00,50.47,-0.15,0.50,775882
0.11,31.91,-0.15,0.50,775983
0.14,33.39,-0.15,0.50,776084
0.08,34.51,-0.17,0.47,776185
0.08,35.28,-0.15,0.47,776286
0.02,36.02,-0.15,0.47,776387
0.00,36.46,-0.15,0.47,776488
0.05,36.76,-0.17,0.47,776589
0.08,31.76,-0.16,0.50,776690
0.05,37.52,-0.16,0.50,776791
0.08,37.88,-0.15,0.50,776892
0.11,38.12,-0.16,0.50,776993
0.05,38.26,-0.15,0.50,777094
0.08,51.27,-0.16,0.50,777195
0.08,51.32,-0.14,0.50,777296
0.08,51.12,-0.12,0.50,777397
0.11,50.62,-0.16,0.50,777498
